"48357","Hinge Jamb","Extrusion","91in","85.75in",2,$54.63,$50.87,$462.73,$6.30,$469.03,"extrusion_hybrid_split","Cut 85.75"" from 91"" stock (94.2% used) | Piece price: $54.63 | Used: 94.2% × $54.63 × 2 = $102.96 (gets markup) | Remaining: 5.8% × $54.63 × 2 = $6.30 (no markup) | Material total: $109.27","Black (Anodized) (full stock): 2.795' perim × 7.58' = 21.20 sq ft × $1.2/sq ft × 2 = $50.87"
"48352","2.5x3.5 Angle","Extrusion","99in","85.75in",2,$26.01,$19.72,$199.97,$6.96,$206.94,"extrusion_hybrid_split","Cut 85.75"" from 99"" stock (86.6% used) | Piece price: $26.01 | Used: 86.6% × $26.01 × 2 = $45.06 (gets markup) | Remaining: 13.4% × $26.01 × 2 = $6.96 (no markup) | Material total: $52.03","Black (Anodized) (full stock): 0.996' perim × 8.25' = 8.22 sq ft × $1.2/sq ft × 2 = $19.72"
"48558-MF","Pressure Plate","Extrusion","99in","87.25in",2,$13.11,$0.00,$92.43,$3.11,$95.54,"extrusion_hybrid_split","Cut 87.25"" from 99"" stock (88.1% used) | Piece price: $13.11 | Used: 88.1% × $13.11 × 2 = $23.11 (gets markup) | Remaining: 11.9% × $13.11 × 2 = $3.11 (no markup) | Material total: $26.22",""
"48422","Snap Trim","Extrusion","99in","87.75in",2,$9.68,$15.54,$84.22,$2.20,$86.42,"extrusion_hybrid_split","Cut 87.75"" from 99"" stock (88.6% used) | Piece price: $9.68 | Used: 88.6% × $9.68 × 2 = $17.17 (gets markup) | Remaining: 11.4% × $9.68 × 2 = $2.20 (no markup) | Material total: $19.37","Black (Anodized) (full stock): 0.785' perim × 8.25' = 6.48 sq ft × $1.2/sq ft × 2 = $15.54"
"48458","Trimmed Door Stop","Extrusion","","",1,$0.00,$0.00,$0.00,$0.00,$0.00,"no_cost_found","No pricing method found",""
"DR-ASD-NUT1512","Hex Head Screw","Fastener","","",20,$0.00,$0.00,$0.00,$0.00,$0.00,"no_cost_found","No pricing method found",""
"DR-ASD-NUT6360","1/4-20 Threaded Rivnut Insert","Fastener","","",6,$0.00,$0.00,$0.00,$0.00,$0.00,"no_cost_found","No pricing method found",""
"AD-SHIMBLK-FG","Block for Aluminum Install","Hardware","","",6,$4.92,$0.00,$118.03,$0.00,$118.03,"master_part_hardware","Hardware cost: $4.91778 × 6",""
"DR-ASD-ULTQTST","Swing Door Pile","Hardware","","",2,$0.15,$0.00,$8.30,$0.00,$8.30,"master_part_hardware_lf","Hardware (LF): Formula ""height"" = 84"" = 7.00 LF × $0.14828/LF × 2",""
"DR-ASD-NUT1527","Self-Tapping Hex Head Screw","Fastener","","",3.97,$0.00,$0.00,$0.00,$0.00,$0.00,"no_cost_found","No pricing method found",""
"DR-ASD-NUT8715","Flanged Hex Head Screw","Fastener","","",22,$0.00,$0.00,$0.00,$0.00,$0.00,"no_cost_found","No pricing method found",""
"AD-SWING-THRSHLD-FG","Swing Door Threshold","Hardware","","",1,$96.00,$0.00,$384.00,$0.00,$384.00,"bom_formula","Formula: width → 96 = $96.00 (no MasterPart cost found)",""
"HW-HNG-MORH025","Door Hinge","Hardware","","",2,$0.00,$0.00,$0.00,$0.00,$0.00,"no_cost_found","No pricing method found",""

OPTION ITEMS
Category,Option Name,Part Number,Quantity,Unit Price,Total Price,Method,Details,Is Standard,Is Included

GLASS
Glass Type,Width Formula,Height Formula,Calc Width,Calc Height,Qty,Sqft,Price/Sqft,Total Cost

Component BOM Total,$458.98
Component Options Total,$0.00
Component Glass Total,$0.00

--- OPENING COST SUMMARY ---
Category,Base Cost,Markup %,Marked Up Cost
Extrusion,$532.53,300%,$1998.05
Hardware,$356.35,300%,$1020.39
Glass,$0.00,300%,$0.00
Packaging,$0.00,0%,$0.00
Other,$0.00,0%,$0.00
Standard Options (no markup),$135.00,0%,$135.00
Hybrid Remaining (no markup),$44.03,0%,$44.03

Opening Total (Base),$888.88
Opening Total (Marked Up),$3018.45


=== PROJECT TOTALS ===
Subtotal (Base),$1132.26
Subtotal (Marked Up),$3904.73
Installation,$0.00
Tax Rate,0.0%
Tax Amount,$0.00
Grand Total,$3904.73

=== EXTRUSION MARKUP BREAKDOWN ===
This section shows which portion of extrusion costs receive markup vs pass-through at cost

Opening,Total Extrusion Cost,Extrusion With Markup,Extrusion Without Markup (Hybrid Remaining),Markup %,Marked Up Result
"Opening 1",$227.92,$208.85,$19.07,300%,$854.46
"Opening 2",$532.53,$488.51,$44.03,300%,$1998.05

TOTALS,$760.45,$697.35,$63.10,300%,$2852.52

Note: "Extrusion With Markup" = portion that receives the extrusion markup percentage
Note: "Extrusion Without Markup (Hybrid Remaining)" = portion passed through at cost (no markup applied)
Note: Marked Up Result = (With Markup × (1 + Markup%)) × (1 - Discount%) + Without Markup
